url,capture_date,captured_at,cohort,banner_detected,accept_available,reject_available,customize_available,dismiss_available,layer1_gate_passed,first_screenshot_ref,first_dom_snapshot_ref,dom_hash,image_hash,layer2_mean_effort,layer2_overall_category,transparency_grade,unbiased_choice_grade,tier,notes
https://www.cnn.com/,2026-05-29,2026-05-29T17:37:35.812769+00:00,pilot-2026-05-30,false,false,false,false,false,false,data/captures/sites/www_cnn_com_20260529_173735/layer1.png,data/captures/sites/www_cnn_com_20260529_173735/layer1.html,51d28b4af88fe6e93de7b4c6e5a3c7c2f81f4ae802e0b146b61e13e068f330ab,000000ff3cfffeff:20e96a020a706224,,,,,High-Risk,
https://www.amazon.com/,2026-05-29,2026-05-29T17:37:41.819542+00:00,pilot-2026-05-30,false,false,false,false,false,false,data/captures/sites/www_amazon_com_20260529_173741/layer1.png,data/captures/sites/www_amazon_com_20260529_173741/layer1.html,9191d8a967fe9bf778854d11185fc39d526a9cd52c844cd8ad874171d539dd5f,206000ff3f3f3fff:f391ccf5817a690a,,,,,High-Risk,
https://www.walmart.com/,2026-05-29,2026-05-29T17:37:49.322405+00:00,pilot-2026-05-30,false,false,false,false,false,false,data/captures/sites/www_walmart_com_20260529_173749/layer1.png,data/captures/sites/www_walmart_com_20260529_173749/layer1.html,083ff461862926343a1b5a186f1510f2331a0f5bf4d20f7a7ba79d851ccc95a4,1c00001efddb8f8e:93463becacaa6ad4,,,,,High-Risk,
https://www.airbnb.com/,2026-05-29,2026-05-29T17:37:56.172173+00:00,pilot-2026-05-30,false,false,false,false,false,false,data/captures/sites/www_airbnb_com_20260529_173756/layer1.png,data/captures/sites/www_airbnb_com_20260529_173756/layer1.html,b0cb53d90f573ac76cefa0cdae2d589876e65460f8d7eb04393236d56d91ce9b,4000ffffffffffff:e308afed5b3e07c5,,,,,High-Risk,
https://www.spotify.com/,2026-05-29,2026-05-29T17:37:59.563752+00:00,pilot-2026-05-30,false,false,false,false,false,false,data/captures/sites/www_spotify_com_20260529_173759/layer1.png,data/captures/sites/www_spotify_com_20260529_173759/layer1.html,7caa6ad65fb057704dc63bef25caacbea8db6cf1588c7bfb485ec37947f52bd5,e100000000000000:776ada20c2e5689f,,,,,High-Risk,
https://www.chase.com/,2026-05-29,2026-05-29T17:38:03.616322+00:00,pilot-2026-05-30,false,false,false,false,false,false,data/captures/sites/www_chase_com_20260529_173803/layer1.png,data/captures/sites/www_chase_com_20260529_173803/layer1.html,7f2ca937d9e02d89bbebdc60807a88c25ee9d1c689df589190f0f4e58a35a9c5,ff02020202ffff81:4a2582ba6edfc0c2,,,,,High-Risk,
https://www.nerdwallet.com/,2026-05-29,2026-05-29T17:38:08.198164+00:00,pilot-2026-05-30,false,false,false,false,false,false,data/captures/sites/www_nerdwallet_com_20260529_173808/layer1.png,data/captures/sites/www_nerdwallet_com_20260529_173808/layer1.html,60dc92e6d8ddea73284015131aa5ae68c35bbc62100477344d20109f96100d2c,ff00000000ffffff:7e6528c60cb65b42,,,,,High-Risk,
https://www.theguardian.com/,2026-05-29,2026-05-29T18:16:02.991108+00:00,deep-weekly-2026-05-30,true,true,false,true,false,false,data/captures/sites/www_theguardian_com_20260529_181602/layer1.png,data/captures/sites/www_theguardian_com_20260529_181602/layer1.html,fadab0fbfb5ff69bbdfb10fc7870ce68c0d81495707c625e279a07cbf608d517,ffffff0000000020:ea1b31e571bf4355,,,,,High-Risk,
https://www.cnn.com/,2026-05-29,2026-05-29T18:16:20.191941+00:00,deep-weekly-2026-05-30,false,false,false,false,false,false,data/captures/sites/www_cnn_com_20260529_181620/layer1.png,data/captures/sites/www_cnn_com_20260529_181620/layer1.html,82b19e64761175ca1b2f122a059ef9107ab4c6d370d9bc6781d8a71871c3a348,0000ffffbcebeaff:08d316aba12b1e73,,,,,High-Risk,
https://www.nerdwallet.com/,2026-05-29,2026-05-29T18:16:24.981281+00:00,deep-weekly-2026-05-30,false,false,false,false,false,false,data/captures/sites/www_nerdwallet_com_20260529_181624/layer1.png,data/captures/sites/www_nerdwallet_com_20260529_181624/layer1.html,9e6d275c1538743845c2ebf5eae1f0dcec653b1b509f1f70068c91ba829fd6ba,ff00000000ffffff:7e6528c60cb65b42,,,,,High-Risk,
https://www.booking.com/,2026-05-29,2026-05-29T18:24:38.241070+00:00,booking-rerun-fallback-2026-05-30,false,false,false,false,false,false,data/captures/sites/www_booking_com_20260529_182438/layer1.png,data/captures/sites/www_booking_com_20260529_182438/layer1.html,dc2e2ca000892a525787f3ee029e6a578db32328bd65364de80da80959f5c1c0,0000003cffffffff:618539783519136f,,,,,High-Risk,page.content failed; used document.documentElement.outerHTML fallback: Page.content: Unable to retrieve content because the page is navigating and changing the content.
https://www.bbc.com/,2026-05-29,2026-05-29T18:49:07.953064+00:00,cmp-rerun-2026-05-30,false,false,false,false,false,false,data/captures/sites/www_bbc_com_20260529_184907/layer1.png,data/captures/sites/www_bbc_com_20260529_184907/layer1.html,8c500d41befe2c1132b7bb9a01a2afd1dca8e95774e18546b1b5e07d6c97c04d,ffffffdf0383c31f:665b1399daa86f20,,,,,High-Risk,
https://www.nytimes.com/,2026-05-29,2026-05-29T18:49:12.801847+00:00,cmp-rerun-2026-05-30,false,false,false,false,false,false,data/captures/sites/www_nytimes_com_20260529_184912/layer1.png,data/captures/sites/www_nytimes_com_20260529_184912/layer1.html,7023c7cf270e207fe55437e9d4711ebb5e5b124b31806fa34f8ee1551e0ccc7f,e7ffc7c3c3e7ffff:2f269174e402b5f9,,,,,High-Risk,
https://www.amazon.com/,2026-05-29,2026-05-29T18:49:22.305157+00:00,cmp-rerun-2026-05-30,false,false,false,false,false,false,data/captures/sites/www_amazon_com_20260529_184922/layer1.png,data/captures/sites/www_amazon_com_20260529_184922/layer1.html,9ceee34bdfeb701d193496e6d5154cdf36cfcc1a12797a45fa1aa6c9b45c0365,206000ffcfcfcfff:6633cce018a87f6d,,,,,High-Risk,
